"","Year","Rank","Title","Description","Runtime","Genre","Rating","Metascore","Votes","Gross_earnings","Director","Actor","PG"
"206",2019,6,"After","A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.",105,"Drama",5.3,30,61617,12.14,"Jenny Gage","Josephine Langford","12"
"207",2019,7,"The Gentlemen","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",113,"Action",7.8,51,370340,36.47,"Guy Ritchie","Matthew McConaughey","18"
"208",2019,8,"Knives Out","A detective investigates the death of the patriarch of an eccentric, combative family.",130,"Comedy",7.9,82,740269,165.3,"Rian Johnson","Daniel Craig","12A"
"209",2019,9,"Little Women","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",135,"Drama",7.8,91,228332,108.1,"Greta Gerwig","Saoirse Ronan","U"
"210",2019,10,"Le Mans '66","American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.",152,"Action",8.1,81,436089,117.6,"James Mangold","Matt Damon","12A"
"211",2019,11,"Ready or Not","A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.",95,"Action",6.9,64,170173,28.71,"Matt Bettinelli-Olpin","Samara Weaving","18"
"212",2019,12,"The Irishman","An illustration of Frank Sheeran's life, from W.W.II veteran to hit-man for the Bufalino crime family and his alleged assassination of his close friend Jimmy Hoffa.",209,"Biography",7.8,94,412855,7,"Martin Scorsese","Robert De Niro","15"
"213",2019,13,"Vivarium","A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.",97,"Horror",5.9,64,68487,NA,"Lorcan Finnegan","Imogen Poots","15"
"214",2019,14,"Star Wars: The Rise of Skywalker","In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.",141,"Action",6.4,53,476187,515.2,"J.J. Abrams","Daisy Ridley","12A"
"215",2019,15,"The Lion King","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",118,"Animation",6.8,55,259038,543.6,"Jon Favreau","Donald Glover","PG"
"216",2019,16,"Doctor Sleep","Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.",152,"Drama",7.3,59,206717,31.58,"Mike Flanagan","Ewan McGregor","15"
"217",2019,17,"Uncut Gems","With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.",135,"Crime",7.4,91,303896,NA,"Benny Safdie","Adam Sandler","15"
"218",2019,18,"1917","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",119,"Action",8.2,78,641218,159.2,"Sam Mendes","Dean-Charles Chapman","15"
"219",2019,19,"Anna","Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.",118,"Action",6.6,40,89165,7.74,"Luc Besson","Sasha Luss","15"
"220",2019,20,"John Wick: Chapter 3 - Parabellum","John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",130,"Action",7.4,73,404864,171,"Chad Stahelski","Keanu Reeves","15"
"221",2019,21,"Jexi","Phil makes top 10 pop lists at work. His only ""friend"" is cellphone Siri. His new phone includes AI helper Jexi, who improves/controls his social life.",84,"Comedy",6,39,30495,NA,"Jon Lucas","Adam Devine","15"
"222",2019,22,"Jojo Rabbit","A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.",108,"Comedy",7.9,58,420947,33.37,"Taika Waititi","Roman Griffin Davis","12A"
"223",2019,23,"Us","A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.",116,"Horror",6.8,81,322749,175,"Jordan Peele","Lupita Nyong'o","15"
"224",2019,24,"The Lighthouse","Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.",109,"Drama",7.4,83,238643,0.43,"Robert Eggers","Robert Pattinson","15"
"225",2019,25,"It: Chapter Two","Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",169,"Drama",6.5,58,287723,211.5,"Andy Muschietti","Jessica Chastain","15"
"226",2019,26,"Alita: Battle Angel","A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",122,"Action",7.3,53,284195,85.71,"Robert Rodriguez","Rosa Salazar","12A"
"227",2019,27,"Shazam!","A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.",132,"Action",7,71,372528,140.3,"David F. Sandberg","Zachary Levi","12A"
"228",2019,28,"Aladdin","A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.",128,"Adventure",6.9,53,281474,355.5,"Guy Ritchie","Will Smith","PG"
"229",2019,29,"Curiosa","A passionate love story set against a backdrop of sexual freedom, loosely based on the relationship between 19th-century authors Pierre Louÿs and Marie de Régnier.",107,"Biography",5.4,NA,3002,NA,"Lou Jeunet","Noémie Merlant","15"
"230",2019,30,"The King","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",140,"Biography",7.3,62,142715,NA,"David Michôd","Tom Glynn-Carney","15"
"231",2019,31,"Terminator: Dark Fate","An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",128,"Action",6.2,54,187705,62.25,"Tim Miller","Linda Hamilton","15"
"232",2019,32,"Rocketman","A musical fantasy about the fantastical human story of Elton John's breakthrough years.",121,"Biography",7.3,69,186842,96.37,"Dexter Fletcher","Taron Egerton","18"
"233",2019,33,"Queen of Hearts","A successful lawyer jeopardizes her career and threatens to tear her family apart after engaging in an affair with her teenage stepson.",127,"Drama",7.1,67,13217,NA,"May el-Toukhy","Trine Dyrholm","NA"
"234",2019,34,"I See You","A policeman and his doctor wife have some marriage problems and the son blames the mother. For his job, the policeman investigates a case of a missing boy. The possible kidnapping looks like some cases from a few years ago.",98,"Crime",6.8,65,61755,NA,"Adam Randall","Helen Hunt","15"
"235",2019,35,"Captain Marvel","Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.",123,"Action",6.8,64,590600,426.8,"Anna Boden","Brie Larson","12A"
"236",2019,36,"Bombshell","A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.",109,"Biography",6.8,64,122679,NA,"Jay Roach","Charlize Theron","15"
"237",2019,37,"Portrait of a Lady on Fire","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",122,"Drama",8.1,95,102405,3.76,"Céline Sciamma","Noémie Merlant","15"
"238",2019,38,"The Platform","A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.",94,"Horror",7,73,254788,NA,"Galder Gaztelu-Urrutia","Ivan Massagué","18"
"239",2019,39,"Fast & Furious: Hobbs & Shaw","Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.",137,"Action",6.5,60,227996,173.9,"David Leitch","Dwayne Johnson","12A"
"240",2019,40,"6 Underground","Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.",128,"Action",6.1,41,189891,NA,"Michael Bay","Ryan Reynolds","15"
"241",2019,41,"The Gangster, the Cop, the Devil","A crime boss teams up with a cop to track down a serial killer.",109,"Action",6.9,65,19432,0.22,"Won-Tae Lee","Ma Dong-seok","NA"
"242",2019,42,"Ad Astra","Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.",123,"Adventure",6.5,80,252299,50.19,"James Gray","Brad Pitt","15"
"243",2019,43,"The Curse of La Llorona","Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm.",93,"Horror",5.2,41,54882,54.73,"Michael Chaves","Linda Cardellini","12A"
"244",2019,44,"Judy","Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts.",118,"Biography",6.8,66,53571,NA,"Rupert Goold","Renée Zellweger","15"
"245",2019,45,"In the Shadow of the Moon","A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.",115,"Action",6.2,48,58269,NA,"Jim Mickle","Boyd Holbrook","12A"
"246",2019,46,"Jumanji: The Next Level","In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",123,"Action",6.7,58,270123,316.8,"Jake Kasdan","Dwayne Johnson","15"
"247",2019,47,"El Camino: A Breaking Bad Movie","Fugitive Jesse Pinkman runs from his captors, the law, and his past.",122,"Action",7.3,72,276762,NA,"Vince Gilligan","Aaron Paul","12A"
"248",2019,48,"Escape Room","Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.",99,"Action",6.4,48,135508,57.01,"Adam Robitel","Taylor Russell","15"
"249",2019,49,"Murder Mystery","A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",97,"Action",6,38,160456,NA,"Kyle Newacheck","Adam Sandler","15"
"250",2019,50,"Hellboy","Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge.",120,"Action",5.2,31,95282,21.9,"Neil Marshall","David Harbour","12"
"251",2019,51,"Brightburn","What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",90,"Drama",6.1,44,104291,17.3,"David Yarovesky","Elizabeth Banks","15"
"252",2019,52,"Spider-Man: Far from Home","Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",129,"Action",7.4,69,531273,390.5,"Jon Watts","Tom Holland","18"
"253",2019,53,"Marriage Story","Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.",137,"Drama",7.9,94,332052,2,"Noah Baumbach","Adam Driver","12A"
"254",2019,54,"Toy Story 4","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",100,"Animation",7.7,84,268691,434,"Josh Cooley","Tom Hanks","15"
"255",2019,55,"Fisherman's Friends","Ten fisherman from Cornwall are signed by Universal Records and achieve a top ten hit with their debut album, ""Sea Shanties.""",112,"Comedy",7,45,10681,NA,"Chris Foggin","James Purefoy","U"
"256",2019,56,"Angel Has Fallen","Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.",121,"Action",6.4,45,105829,69.03,"Ric Roman Waugh","Gerard Butler","12A"
"257",2019,57,"X-Men: Dark Phoenix","Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",113,"Action",5.7,43,198059,65.85,"Simon Kinberg","James McAvoy","15"
"258",2019,58,"Polar","A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.",118,"Action",6.3,19,95817,NA,"Jonas Åkerlund","Mads Mikkelsen","12A"
"259",2019,59,"The Peanut Butter Falcon","Zak runs away from his care home to make his dream of becoming a wrestler come true.",97,"Adventure",7.6,70,97636,13.12,"Tyler Nilson","Zack Gottsagen","18"
"260",2019,60,"Booksmart","On the eve of their high-school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.",102,"Comedy",7.1,84,126811,22.68,"Olivia Wilde","Kaitlyn Dever","12A"
"261",2019,61,"Yesterday","A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where they never existed.",116,"Comedy",6.8,55,161350,73.29,"Danny Boyle","Himesh Patel","15"
"262",2019,62,"Cats","A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.",110,"Comedy",2.8,32,54298,NA,"Tom Hooper","James Corden","12A"
